timestamp,origin,destination,distance_km,duration_traffic_min,duration_normal_min,congestion_level
36:15.6,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,27,17,High
36:26.0,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,39,26,High
36:36.6,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,27,19,Moderate
36:47.1,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,45,28,High
36:57.5,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
37:08.0,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,54,40,Moderate
37:18.6,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
37:29.0,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
37:39.4,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
37:50.4,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,35,25,Moderate
38:00.9,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,16,10,High
38:11.8,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
38:22.2,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,45,28,High
38:32.6,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,35,25,Moderate
38:43.2,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,57,42,Moderate
38:53.6,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,20,12,High
39:04.0,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,50,36,Moderate
39:14.4,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,38,24,High
39:24.9,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,27,19,Moderate
39:35.4,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,38,26,Moderate
39:45.7,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
39:56.2,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,45,28,High
40:06.6,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,27,19,Moderate
40:17.1,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,39,26,High
40:27.5,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,16,10,High
40:38.0,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,38,24,High
40:48.5,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
40:58.9,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,27,19,Moderate
41:09.4,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,20,12,High
41:19.7,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
41:30.1,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
41:40.6,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,27,17,High
41:50.9,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,27,17,High
42:01.2,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
42:11.9,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,55,40,Moderate
42:22.3,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,45,28,High
42:32.9,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,54,40,Moderate
42:43.4,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,45,28,High
42:53.9,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,27,19,Moderate
43:04.4,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,27,17,High
43:14.9,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,27,17,High
43:25.9,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
43:36.4,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,27,17,High
43:47.0,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
43:57.6,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,38,24,High
44:08.4,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,57,42,Moderate
44:18.9,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
44:29.5,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
44:39.9,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
44:50.6,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,54,40,Moderate
45:01.1,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,20,12,High
45:11.9,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,39,26,High
45:22.4,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,38,24,High
45:33.1,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,45,28,High
45:43.7,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,39,26,High
45:54.3,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,22,13,High
46:04.9,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
46:15.5,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,16,10,High
46:26.4,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,39,24,High
46:37.1,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,50,36,Moderate
46:47.6,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
46:58.2,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,22,13,High
47:08.8,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,45,28,High
47:19.7,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,21,15,Moderate
47:30.4,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,50,36,Moderate
47:40.8,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,16,10,High
47:51.5,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,35,25,Moderate
48:02.1,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
48:12.5,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,54,40,Moderate
48:22.9,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,21,15,Moderate
48:33.3,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,16,10,High
48:43.8,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,45,28,High
48:54.2,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,27,19,Moderate
49:04.7,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,27,19,Moderate
49:15.1,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,21,13,High
49:25.6,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,57,42,Moderate
49:36.0,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,21,13,High
49:46.6,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,27,17,High
49:57.0,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,27,19,Moderate
50:07.4,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,39,24,High
50:17.7,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,27,17,High
50:28.3,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,27,19,Moderate
50:38.7,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,39,26,High
50:49.3,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,57,42,Moderate
50:59.8,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,39,24,High
51:10.2,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,16,10,High
51:20.5,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,34,25,Moderate
51:30.9,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,21,15,Moderate
51:41.3,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.4,20,14,Moderate
51:51.8,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,54,40,Moderate
52:02.3,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,39,24,High
52:12.8,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,57,42,Moderate
52:23.3,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,49,36,Moderate
52:33.9,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,27,19,Moderate
52:44.4,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,21,15,Moderate
52:54.9,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,27,19,Moderate
53:05.3,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,16,10,High
53:15.7,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",5.8,27,17,High
53:26.0,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,16,10,High
53:36.5,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,54,40,Moderate
53:47.0,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,26,19,Moderate
53:57.3,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,19,12,High
54:07.9,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,45,28,High
54:18.4,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,49,36,Moderate
54:28.8,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,26,19,Moderate
54:39.2,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,26,19,Moderate
54:49.7,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,49,36,Moderate
55:00.0,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,19,12,High
55:10.5,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,39,24,High
55:21.6,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,54,40,Moderate
55:32.1,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,16,10,High
55:42.5,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,21,15,Moderate
55:53.0,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,45,28,High
56:03.3,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,22,13,High
56:13.9,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,53,40,Moderate
56:24.4,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,57,42,Moderate
56:35.0,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,27,17,High
56:45.5,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.6,30,22,Moderate
56:55.8,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,22,13,High
57:06.2,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,16,10,High
57:16.5,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,22,13,High
57:27.2,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,39,26,High
57:37.9,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,45,28,High
57:48.4,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,39,26,High
57:58.9,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
58:09.4,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.6,30,22,Moderate
58:20.3,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,27,17,High
58:30.9,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,38,26,Moderate
58:41.7,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
58:52.2,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,16,10,High
59:03.1,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,45,28,High
59:13.6,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,19,12,High
59:24.1,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
59:34.9,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,21,15,Moderate
59:45.5,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,49,36,Moderate
59:56.2,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,54,40,Moderate
00:06.7,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,21,15,Moderate
00:17.2,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
00:27.8,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,27,17,High
00:38.3,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
00:48.8,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,27,17,High
00:59.6,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,49,36,Moderate
01:10.2,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,53,40,Moderate
01:20.9,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,38,26,Moderate
01:31.5,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,27,17,High
01:42.4,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.6,30,22,Moderate
01:53.0,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,34,25,Moderate
02:04.0,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.6,30,22,Moderate
02:14.8,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
02:25.6,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
02:36.3,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,39,24,High
02:46.8,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,27,17,High
02:57.5,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,57,42,Moderate
03:08.2,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,57,42,Moderate
03:18.8,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,49,36,Moderate
03:29.3,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,53,40,Moderate
03:39.7,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,26,19,Moderate
03:50.1,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
04:00.5,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,27,17,High
04:10.9,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,39,24,High
04:21.2,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,19,12,High
04:31.6,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,38,26,Moderate
04:42.0,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,38,26,Moderate
04:52.3,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
05:02.7,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,22,13,High
05:13.1,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,39,24,High
05:23.7,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,21,15,Moderate
05:34.1,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,48,36,Moderate
05:44.6,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,27,17,High
05:54.9,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
06:05.3,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,18,12,High
06:16.1,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,35,25,Moderate
06:26.6,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,26,17,High
06:37.4,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,57,42,Moderate
06:48.0,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,49,36,Moderate
06:58.6,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.6,31,22,Moderate
07:09.1,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,22,13,High
07:19.6,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,49,36,Moderate
07:30.3,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,57,42,Moderate
07:40.8,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
07:51.2,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
08:01.6,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,21,15,Moderate
08:12.1,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,57,42,Moderate
08:22.5,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,38,24,High
08:32.9,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,38,26,Moderate
08:43.3,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
08:53.6,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,26,17,High
09:04.0,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,21,15,Moderate
09:14.4,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,38,24,High
09:24.8,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,16,10,High
09:35.3,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.6,31,22,Moderate
09:45.8,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,49,36,Moderate
09:56.5,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,38,24,High
10:07.1,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,53,40,Moderate
10:17.6,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,57,42,Moderate
10:28.1,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,35,25,Moderate
10:38.5,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,18,12,High
10:48.8,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,21,13,High
10:59.2,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
11:09.7,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,38,24,High
11:20.2,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,45,28,High
11:30.4,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
11:40.8,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,35,25,Moderate
11:51.2,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,45,28,High
12:01.5,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
12:12.1,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,57,42,Moderate
12:22.5,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,35,25,Moderate
12:32.8,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
12:43.2,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,21,13,High
12:53.7,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
13:04.5,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,21,13,High
13:15.0,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,21,13,High
13:25.7,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,54,40,Moderate
13:36.8,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,54,40,Moderate
13:47.7,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,38,26,Moderate
13:59.7,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
14:10.3,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,35,25,Moderate
14:33.0,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,35,25,Moderate
14:43.7,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,21,15,Moderate
14:54.3,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,56,42,Moderate
15:05.3,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,53,40,Moderate
15:15.9,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,35,25,Moderate
15:26.5,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,19,12,High
15:37.1,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,38,26,Moderate
15:48.1,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,26,17,High
15:58.8,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,16,10,High
16:09.4,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,56,42,Moderate
16:19.9,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,19,12,High
16:30.4,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
16:40.9,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,16,10,High
16:51.4,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,21,13,High
17:01.9,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,39,24,High
17:12.3,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,19,12,High
17:22.8,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,26,17,High
17:33.6,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,56,42,Moderate
17:44.0,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,21,13,High
17:54.6,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,19,12,High
18:05.2,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
18:15.7,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,19,12,High
18:26.5,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.6,31,22,Moderate
18:37.0,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
18:47.5,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,26,17,High
18:57.9,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
19:08.5,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.6,30,22,Moderate
19:19.0,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,21,13,High
19:29.6,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,49,36,Moderate
19:40.2,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,21,13,High
19:51.1,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,16,10,High
20:01.7,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,54,40,Moderate
20:13.0,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,21,13,High
20:23.8,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
20:35.0,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,56,42,Moderate
20:45.8,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
20:56.5,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,39,24,High
21:07.0,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.6,30,22,Moderate
21:17.5,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,49,36,Moderate
21:27.9,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
21:38.4,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,27,17,High
21:49.2,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
